channel,id,date,text,ad
kunonline,11948.0,2023-04-29 05:30:41+00:00,Rossiya va Turkiya turistlar uchun toʻlov tizimini ishlab chiqmoqda    Erdoʻgʻan administratsiyasidagi manbalar uning Putin bilan muzokaralari yakuniga koʻra yangi toʻlov tizimi Rebit kart deb nomlanishini maʼlum qilishmoqda.  👉,0.0
kunonline,11949.0,2023-04-29 06:00:31+00:00,🇰🇿 Qozogʻistonning Almati shahrida “Oʻlmas polk” yurishlari bekor qilindi.  👉,0.0
kunonline,11950.0,2023-04-29 06:30:51+00:00,Demokratlar Ukrainaga F-16 qiruvchi samolyotlari va uzoq masofadagi nishonni ura oluvchi raketalarni berish uchun bosim qilmoqda — The Hill  👉,0.0
kunonline,11951.0,2023-04-29 08:54:25+00:00,Sevastopol shahridagi yonilg`i omborida yirik yong`in 1000 kv metr maydonni qamrab oldi    Shaharga dronlar orqali hujum uyushtirilgan.  👉,0.0
kunonline,11954.0,2023-04-29 09:47:41+00:00,Erdo'g'an ketma-ket saylovoldi dasturlari bekor qilinganidan keyin ilk marta omma oldida ko'rinish berdi    U Istanbuldagi texnika festivalida ishtirok etgan. Bu marosimga mehmon sifatida Ilhom Aliyev va Mehribon Aliyeva ham taklif etilgan.  👉,0.0
kunonline,11955.0,2023-04-29 10:46:21+00:00,"Turkiya prezidentligiga «Vatan» partiyasidan nomzod bo'lgan Do'g'u Perinchek Ukrainaga qarashli hududlar Qrim, Donetsk, Luhansk, Xerson va Zaporijjyani Rossiyaniki deb tan olish kerakligini aytdi.  👉",0.0
kunonline,11956.0,2023-04-29 11:03:02+00:00,Rossiyaning Yeysk shahrida bog'cha tarbiyalanuvchilari ishtirokida harbiy parad o'tkazildi.  👉,0.0
kunonline,11957.0,2023-04-29 11:31:13+00:00,Rossiya Ukrainadagi nishonlarni urish uchun Eron raketalaridan foydalana boshladi — Defence Blog     Gap Rossiyaning 9M133 “Kornet” tanklarga qarshi boshqariladigan raketalarining Eroncha versiyasi boʻlgan Dehlaviya raketalari haqida [ketmoqda  ](https://defence-blog.com/russia-uses-iranian-made-missiles-to-strike-ukrainian-targets/)👉,0.0
Daryo,90155.0,2023-04-27 03:01:02+00:00,Markaziy Osiyo mamlakatlari 2050-yilga borib suv tanqisligiga duch keladi. Buning oldini olish mumkinmi?    Xitoylik mutaxassislar mintaqa mamlakatlarida suv resurslaridan oqilona foydalanish natijasida 56 foiz suvni tejash va 387 million aholini to`ydirish mumkinligiga ishonch bildirmoqda.  Batafsil — http://dy.uz/fykzI    📱Yangilangan mobil ilova 👉  ,0.0
Daryo,90156.0,2023-04-27 03:26:03+00:00,Erdo`g`onning matbuot kotibi Ukrainadagi urushni tugatish yo`lini aytdi    Ibrohim Kalin bu borada xalqaro hamjamiyat va G`arb davlatlariga murojaat qildi.  Batafsil — http://dy.uz/3diIv    📱Yangilangan mobil ilova 👉  ,0.0
Daryo,90157.0,2023-04-27 03:44:02+00:00,Anqara Erdo`g`on infarktni boshdan o`tkazganini rad etdi    Turkiya hukumati vakillari Erdo`g`onning salomatligi haqida ma`lumot berdi.  Batafsil — http://dy.uz/XqtAE    📱Yangilangan mobil ilova 👉  ,0.0
Daryo,90158.0,2023-04-27 04:10:23+00:00,🇺🇿🇺🇿🇺🇿🇺🇿🇺🇿🇺🇿🇺🇿🇺🇿🇺🇿   O`zbekistonda piyozning yangi navi yaratildi    Yangi piyoz navining afzalligi — odatdagidan bir oy oldin pishishida.  Batafsil — [http://dy.uz/CntOq](https://daryo.uz/2023/04/27/ozbekistonda-piyozning-yangi-navi-yaratildi)    📱Yangilangan mobil ilova 👉  ,0.0
Daryo,90159.0,2023-04-27 04:26:02+00:00,“Yuksalish” raisi Xitoy elchisining postsovet davlatlari suverenitetiga nisbatan shubhasiga munosabat bildirdi    Bobur Bekmurodov mustaqillik borasidagi har qanday shubhalar va ziddiyatli fikrlarning O`zbekistonga hech qanday aloqasi yo`qligini ta`kidlagan.  Batafsil — http://dy.uz/0z2Eb    📱Yangilangan mobil ilova 👉  ,0.0
Daryo,90160.0,2023-04-27 04:55:32+00:00,Germaniyaning kasbga o`qitish tizimi O`zbekistonda joriy qilinadi    Kambag`allikni qisqartirish va bandlik vazirligi hamda Erfurt kasbiy ta`lim markazi o`rtasida kelishuv imzolandi.  Batafsil — http://dy.uz/4EHmA    📱Yangilangan mobil ilova 👉  ,0.0
Daryo,90161.0,2023-04-27 05:13:01+00:00,O`zbekistonda dollardagi kreditlar uchun foiz stavkalari rekord darajaga yetdi    Chet el valyutasidagi kreditlar foizi yuqori bo`lishiga qaramasdan aholi omonatlari uchun o`rtacha foiz stavkalari pasaydi.  Batafsil — http://dy.uz/0yfn7    📱Yangilangan mobil ilova 👉  ,0.0
Daryo,90162.0,2023-04-27 05:35:57+00:00,"Shavkat Mirziyoyev ikkinchi Toshkent xalqaro investitsiya forumida ishtirok etadi    Shuningdek, davlat rahbari forum doirasida qator ikki tomonlama uchrashuvlar o`tkazishi ham rejalashtirilgan.  Batafsil — http://dy.uz/DzoSU    📱Yangilangan mobil ilova 👉  ",0.0
Daryo,90163.0,2023-04-27 05:55:39+00:00,"🇺🇿🇺🇿🇺🇿🇺🇿🇺🇿🇺🇿🇺🇿🇺🇿🇺🇿   Yevropaga yetkazib beriladigan Rossiya neftining 20 foizi Osiyoga yo`naltirilgani ma`lum qilindi    Shuningdek, mamlakatning gaz yetkazib berish hajmi ham o`zgardi.  Batafsil — http://dy.uz/MuetK    📱Yangilangan mobil ilova 👉  ",0.0
Daryo,90164.0,2023-04-27 06:25:38+00:00,"Shavkat Umurzoqov BAA kompaniyasi bilan oqova suvlarni tozalovchi yangi inshoot masalasini muhokama qildi    Ikki bosqichli loyiha sutkasiga 1,5 mln metr kub chiqindilarni to`plash va tozalash imkonini beradi.  Batafsil — http://dy.uz/6062k    📱Yangilangan mobil ilova 👉  ",0.0
Daryo,90165.0,2023-04-27 06:44:01+00:00,"Baxtiyor Saidov Xitoy tashqi ishlar vaziri bilan muzokara o`tkazdi     Bundan tashqari, O`zbekiston TIV rahbari Shensi provinsiyasi partiya kotibi bilan uchrashgan.  Batafsil — http://dy.uz/fTjxr    📱Yangilangan mobil ilova 👉  ",0.0
Daryo,90166.0,2023-04-27 06:45:37+00:00,"Yirik kompaniyada ishlashni xohlaysizmi?    Bunda sizga hamkorlarimiz yordam berishi mumkin.  1. [ISH.UZ](https://ish.uz/oz?utm=Tya911u3cdGgMY) saytida profilingizni yarating;  2. Saytda sizga mos vakansiya paydo bo'lishi bilan SMS yoki Telegram bot orqali xabar keladi.  Hozir platformada   2 000 dan   oshiq ish beruvchilar mavjud, ularni ichida ""Fortek"", “TOP Contact”, “Nobel”, ""Asl Baraka"" va boshqa kompaniyalarning vakansiyalari chop etilgan.  Istalgan ishni [ISH.UZ](https://ish.uz/oz?utm=Tya911u3cdGgMY) bilan toping!  __Sheriklik huquqi asosida.__",1.0
Daryo,90167.0,2023-04-27 06:55:45+00:00,AQSHdagi yana bir bank moliyaviy muammolarga uchramoqda    Bank aksiyalari yil boshidan beri 93 foizga arzonlashdi  Batafsil — [http://dy.uz/MuetK  ](https://daryo.uz/2023/04/27/aqshdagi-yana-bir-bank-moliyaviy-muammolarga-uchramoqda)  📱Yangilangan mobil ilova 👉  ,0.0
Daryo,90168.0,2023-04-27 07:12:01+00:00,"“O`zbekiston milliy elektr tarmoqlari” yil boshidan beri 846 mlrd so`m zarar ko`rdi    Kompaniya uch oyda 7,3 trln so`m daromad olgan. Shunga qaramay, 8 trln so`mlik xarajat ham qilingan.  Batafsil — http://dy.uz/w8Y3R    📱Yangilangan mobil ilova 👉  ",0.0
Daryo,90169.0,2023-04-27 07:28:01+00:00,"🇺🇿🇺🇿🇺🇿🇺🇿🇺🇿🇺🇿🇺🇿🇺🇿🇺🇿   “O`zgidromet” 28-aprelda qanday ob-havo bo`lishini ma`lum qildi     Unga ko`ra, juma kuni ham quruq va iliq ob-havo saqlanib qoladi.  Batafsil — http://dy.uz/owZmM    📱Yangilangan mobil ilova 👉  ",0.0
Daryo,90170.0,2023-04-27 07:41:00+00:00,“Yurtimizdagi yutuqlaringizni shaxsan kafolatlashga tayyorman”. Shavkat Mirziyoyev xorijiy investorlarga murojaat qildi    Prezident tadbirkorlar huquqini himoya qilish bo`yicha islohotlar davom ettirilishini ta`kidladi.  Batafsil — http://dy.uz/ncRQj    📱Yangilangan mobil ilova 👉  ,0.0
Daryo,90171.0,2023-04-27 07:56:19+00:00,“Jahon savdo tashkilotiga tezroq a`zo bo`lib kirishdan manfaatdormiz” — Shavkat Mirziyoyev    Yangi-yangi bozorlarga kirish maqsadida O`zbekiston JSTga qo`shilish borasidagi ishlarni jadallashtirdi.  Batafsil — http://dy.uz/qpWbe    📱Yangilangan mobil ilova 👉  ,0.0
Daryo,90172.0,2023-04-27 08:11:43+00:00,🇺🇿🇺🇿🇺🇿🇺🇿🇺🇿🇺🇿🇺🇿🇺🇿🇺🇿   O`zbekistondagi to`rtta aeroport boshqaruvi xususiy sektorga topshiriladi    Shavkat Mirziyoyev transport sohasida raqobat muhitini yaratishga qaratilgan islohotlar davom etishini ta`kidladi.  Batafsil — http://dy.uz/m6RY0    📱Yangilangan mobil ilova 👉  ,0.0
Daryo,90173.0,2023-04-27 08:33:08+00:00,"“Daryo” so`rovidan so`ng Uztelecom o`tkazgan 242 mln so`mlik tender bekor qilindi    Tender g`olibi bo`lgan tadbirkor bir vaqtning o`zida tenderning zaxira g`olibi deb ham topilgandi, bu tegishli qonun hujjatlariga zid ekani aniqlandi.  Batafsil — http://dy.uz/Mw8pN    📱Yangilangan mobil ilova 👉  ",0.0
Daryo,90174.0,2023-04-27 08:57:01+00:00,O`zbekistonda to`lovlarni amalga oshirishda vositachilik haqining chegaraviy miqdori belgilandi    Belgilangan ayrim xizmatlar uchun vositachilik haqining chegaraviy miqdori 1-maydan boshlab BHMning 20 foizini tashkil etadi.  Batafsil — http://dy.uz/QAjqm    📱Yangilangan mobil ilova 👉  ,0.0
Daryo,90175.0,2023-04-27 09:15:25+00:00,“Qo`yliq katta bozori” savdo majmuasi — sarmoya kiritish uchun samarali resurs  Batafsil: —  http://dy.uz/eG8mg  Reklama,1.0
Daryo,90176.0,2023-04-27 09:26:00+00:00,"Rossiyada urushni yana bir yilga cho`zish uchun yetarli mablag` bor — AQSH razvedkasi    Amerika razvedkasining internetga sizdirilgan maxfiy ma`lumotlariga ko`ra, misli ko`rilmagan sanksiyalarga qaramay, Rossiyaning mablag`i yana kamida bir yil urush olib borishga yetadi.  Batafsil — http://dy.uz/H1jXn    📱Yangilangan mobil ilova 👉  ",0.0
